business_name,contractor_license_number,contractor_license_type_code_desc,address1,address2,city,state,zip,phone_number,primary_principal_name,website_url,mailer_category,business_description,services_offered,confidence_score,website_confidence,classification_confidence,residential_focus,processing_status,review_status,last_processed,reviewed_at,created_at
ALL OUT SEWER & DRAIN SRVC INC,ALLOUSD066PG,CONSTRUCTION CONTRACTOR,3303-D WASHINGTON WAY,,LONGVIEW,WA,98632,(360) 414-8655,"RYAN, BRITTANI MARIE",https://www.co.cowlitz.wa.us/1617/Licensed-Septic-Tank-Pumpers,Plumbing,"All Out Sewer & Drain Service, Inc. provides comprehensive drain cleaning and sewer line repair services in Longview, WA.","Drain cleaning, Sewer line repairs, Hydro jetting, Unclogging drains, Replacing main lines and sewer lines",0.81,0.75,0.90,,completed,approved_download,2025-07-31 20:38:46.151896,,2025-07-31 19:40:30.033510
ALL PACIFIC PROJECT LLC,ALLPAPP774KC,CONSTRUCTION CONTRACTOR,18025 1ST AVE CT S,,SPANAWAY,WA,98387,(253) 468-4313,"PINO, LUIS ALEJANDRO",https://allpacificproject.com,Remodeling,"All Pacific Project specializes in professional construction and remodeling for residential and commercial spaces, focusing on quality craftsmanship and personalized service.","Residential Remodeling, Commercial Remodeling, New Construction, Interior Remodeling, Exterior Remodeling",0.90,,0.90,,completed,approved_download,2025-07-31 20:38:53.434399,,2025-07-31 19:40:30.033510
ALL PHASE EXCAVATING LLC,ALLPHPE835O6,CONSTRUCTION CONTRACTOR,1920 Main St Suite 9A,,FERNDALE,WA,98248,(360) 815-1514,"BRESTER, WAYNE WALTER",https://www.whatcomlocal.com/l/ferndale-wa/excavating-contractors,Excavating,"All Phase Excavating LLC is a reputable excavation company based in Ferndale, WA, specializing in a wide range of excavation services.","Site Preparation, Demolition, Excavation, Grading, Land Clearing",0.81,0.75,0.90,,completed,approved_download,2025-07-31 20:39:16.156009,,2025-07-31 19:40:30.033510
ALL PRO DUCT CLEANING LLC,ALLPRPD869RS,CONSTRUCTION CONTRACTOR,11112 NE 84TH ST,,VANCOUVER,WA,98662,(360) 903-9030,"FIELDS, DONNA LYNN",https://ductcleaningportland.com/duct-cleaning-services/hvac-duct-repair-insulation/,HVAC,"All Pro Duct Cleaning LLC specializes in air duct cleaning and HVAC duct repair, focusing on improving indoor air quality and energy efficiency for residential customers.","Air Duct Cleaning, HVAC Duct Repair, HVAC Duct Insulation, Dryer Vent Cleaning, Indoor Air Quality Services, Crawl Space Restoration",0.81,0.75,0.90,,completed,approved_download,2025-07-31 20:39:39.678363,,2025-07-31 19:40:30.033510
ALL PRO REPAIR SERVICE LLC,ALLPRPR802MN,CONSTRUCTION CONTRACTOR,25719 207TH PL SE,,KENT,WA,98042,(206) 457-3787,"BARNETT, JOEL WILLIAM",https://allprorepairservice.com,Kitchen & Bath,"All Pro Repair Service LLC specializes in bathtub refinishing, repair, and restoration services, along with window and countertop repairs.","Bathtub Refinishing, Bathtub Repair, Window Frame Repair, Countertop Refinishing, Tile & Granite Repair",0.90,,0.90,,completed,approved_download,2025-07-31 20:39:56.464618,,2025-07-31 19:40:30.033510
ALL PURPOSE HANDYMAN LLC,ALLPUPH836LL,CONSTRUCTION CONTRACTOR,925 N 16th St,,MOUNT VERNON,WA,98273,(360) 708-3704,"FOWLER, BRADLEY JOSEPH",https://nextdoor.com/pages/all-purpose-handyman-llc-mount-vernon-wa/,Handyman,"All Purpose Handyman LLC is a small business based in Mount Vernon, WA, offering a wide range of handyman services including flooring, painting, and remodeling for residential and commercial clients.","Flooring, Counters, Tile, Interior/Exterior Painting, Interior Finish Work, Decks/Fences, Building Repair, Remodeling",0.83,0.75,0.95,,completed,approved_download,2025-07-31 20:40:21.670150,,2025-07-31 19:40:30.033510
ALL SEASON CONTRACTORS,ALLSEC*053D2,CONSTRUCTION CONTRACTOR,P O BOX 303,,EVERSON,WA,98247,(360) 966-7365,"MCKIBBON, MICHAEL S",https://allseasoncontractors.net,Custom Woodworking,"All Season Contractors is a dynamic Project Management, Consulting, Design, and Custom Woodworking Company in Washington State, specializing in high-quality custom projects including staircases, furniture, cabinetry, and millwork.","Staircases & Handrails, Custom Furniture, Cabinetry, Millwork, Marine Carpentry",0.90,,0.90,,completed,approved_download,2025-07-31 20:50:52.818888,,2025-07-31 19:40:30.033510
ALL SEASON FENCING,ALLSESF835NG,CONSTRUCTION CONTRACTOR,6011 NE 57TH AVE,,Vancouver,WA,98661,(360) 606-2779,"GALARNEAU JR, BARRY ALAN",https://allseasonfencing.net/,Fencing,"All Season Fencing provides top-quality residential services, including fence and deck installation, to enhance the security and aesthetics of your property.","Fence installation, Deck installation, Cedar fencing, Vinyl fencing, Chain link fencing, Composite decking",0.81,0.75,0.90,,completed,approved_download,2025-07-31 20:50:41.563288,,2025-07-31 19:40:30.033510
ALL SEASONS INSULATION,ALLSESI951Q2,CONSTRUCTION CONTRACTOR,800 NE Tenney Rd Suite 110-446,,Vancouver,WA,98685,(360) 597-5879,"BLETCHER, ROBERT DEAN",https://www.procore.com/network/p/all-seasons-insulation-inc-vancouver,Insulation,"All Seasons Insulation, Inc. is a construction company based in Vancouver, WA specializing in various construction services including insulation.","Insulation Installation, Project Management, Rough Carpentry, Flooring, Painting and Coatings, Ceilings, Wall Finishes",0.81,0.75,0.90,,completed,approved_download,2025-07-31 20:51:18.107286,,2025-07-31 19:40:30.033510
ALL SERVICE GLASS,ALLSEG*055JL,CONSTRUCTION CONTRACTOR,255 NE JUNIPER ST,,ISSAQUAH,WA,98027,(425) 392-1122,"BLUNDELL, MICHELLE WIDEN",https://allserviceglass.com/,Windows & Doors,"All Service Glass specializes in glass replacement and related services, proudly serving the Issaquah area and surrounding communities.","Glass Replacement, Window Installation, Door Installation",0.81,0.75,0.90,,completed,approved_download,2025-07-31 20:51:30.742550,,2025-07-31 19:40:30.033510
ALL SERVICES PLUS,ALLSESP754D1,CONSTRUCTION CONTRACTOR,15467 BEAVER MARSH RD,UNIT A,MOUNT VERNON,WA,98273,(360) 859-4879,"VAZQUEZ GONZALEZ, JUAN",https://allservicesplus.com,Cleaning,"All Services Plus offers a variety of cleaning, painting, and maintenance services for residential properties.","Cleaning Services, Interior Painting, Drywall Repairs, Maintenance & Repairs, Installations",0.90,,0.90,,completed,approved_download,2025-07-31 20:51:35.394519,,2025-07-31 19:40:30.033510
ALL SOLVED PLUMBING LLC,ALLSOSP788O3,PLUMBING CONTRACTOR,12405A 51ST AVE SE,,EVERETT,WA,98208,(425) 263-1464,"DIETZMAN, WILLIAM JOHN",https://allsolvedplumbing.com,Plumbing,"All Solved Plumbing is dedicated to providing top-notch plumbing services to homeowners, general contractors, and bathroom/kitchen remodel companies in Snohomish County.","Leaky faucet repair, Clogged drain cleaning, Water heater installation, Whole house remodel plumbing",0.90,,0.90,,completed,approved_download,2025-07-31 20:51:46.876805,,2025-07-31 19:40:30.033510
ALL SOUND PLUMBING,ALLSOSP779RQ,PLUMBING CONTRACTOR,15100 8TH AVE SW,,BURIEN,WA,98166,(206) 283-7121,"MCBRIDE, CONNOR WILLIAM",https://allsoundplumbing.com,Plumbing,"All Sound Plumbing is a trusted plumbing service provider in the Puget Sound area, offering a wide range of plumbing solutions for both residential and commercial needs.","Plumbing Repairs, New Plumbing Installations, Plumbing Maintenance, Emergency Plumbing Services",1.00,,1.00,,completed,approved_download,2025-07-31 20:51:51.738222,,2025-07-31 19:40:30.033510
ALL SOUND PLUMBING,ALLSOSP777NS,PLUMBING CONTRACTOR,15100 8TH AVE SW,,BURIEN,WA,98166,(206) 283-7121,"MCBRIDE, CONNOR WILLIAM",https://allsoundplumbing.com,Plumbing,"All Sound Plumbing is a trusted plumbing service provider in the Puget Sound area, offering a wide range of plumbing solutions for both residential and commercial needs.","Plumbing Repairs, New Plumbing Installations, Plumbing Maintenance, Emergency Plumbing Repair Services",1.00,,1.00,,completed,approved_download,2025-07-31 20:51:54.220912,,2025-07-31 19:40:30.033510
ALL SURFACE REFURBISHING,ALLSUSR925C5,CONSTRUCTION CONTRACTOR,371 SE PHILLIPS RD,,SHELTON,WA,98584,(360) 426-8417,"LIECHTI, SARA JEANNE",https://allsurfacerefurbishing.com,Kitchen & Bath,"All Surface Refurbishing is a refinishing company that specializes in restoring and refinishing bathtubs, showers, sinks, and countertops to like-new condition, serving various counties in Washington.","Tub and tile surrounds, Tiled showers, Bathtubs, Showers, Sinks, Cultured marble tubs, Counters, Formica countertops",0.90,,0.90,,completed,approved_download,2025-07-31 20:52:38.910966,,2025-07-31 19:40:30.033510
ALL SYSTEMS ELECTRIC INC,ALLSYSE922QP,ELECTRICAL CONTRACTOR,PO Box 218,,CLEARLAKE,WA,98235,(360) 610-1570,"FRISCH, ROBERT L",https://allsystemselectric.com,Electrical,"All Systems Electric Incorporated offers a full line of electrician services to property owners in the local area, providing fast, reliable, and affordable electrical services to both residential and commercial clients.","Electrical Inspections, Electrical Installations, Electrical Repairs, Emergency Services, Rewiring, Breaker Panel Upgrades, New Lighting Installation, Home Automation, Generator Installation, Hot Tub and Sauna Electrical",1.00,,1.00,,completed,approved_download,2025-07-31 20:52:32.844344,,2025-07-31 19:40:30.033510
ALL TRADES MECHANICAL INC,ALLTRMI066DU,CONSTRUCTION CONTRACTOR,PO BOX 2446,,GIG HARBOR,WA,98335,(360) 874-9826,"EVANS, TODD WAYNE",https://alltradesmechanical.com,HVAC,"All Trades Mechanical Inc. is a leader in the mechanical contracting industry, specializing in service, repairs, sales, and installation of commercial refrigeration and related equipment.","Commercial dish machines, Commercial ice machines, Commercial refrigeration, Commercial walk-in boxes",0.90,,0.90,,completed,approved_download,2025-07-31 20:53:23.381089,,2025-07-31 19:40:30.033510
ALL WAYS AIR CONTROL INC,ALLWAAC074C3,CONSTRUCTION CONTRACTOR,1515 S CENTER ST,,TACOMA,WA,98409,(253) 383-7718,"CHAPMAN, JAMES BLAIR",http://all-waysaircontrol.com/,HVAC,"All-Ways Air Control provides air conditioning, heating, and HVAC services including installation, maintenance, and repair for residential customers in Tacoma, WA.","Air Conditioning Installation, Heating System Installation, HVAC Maintenance, Furnace Repair, Duct Cleaning",0.81,0.75,0.90,,completed,approved_download,2025-07-31 20:53:35.710388,,2025-07-31 19:40:30.033510
ALL WAYS AIR CONTROL INC,ALLWAAC004JQ,ELECTRICAL CONTRACTOR,1515 S CENTER ST,,TACOMA,WA,98409,(253) 383-7718,"CHAPMAN, JAMES B",http://all-waysaircontrol.com/,HVAC,"All-Ways Air Control provides air conditioning, heating, and HVAC services including installation, maintenance, and repair for residential customers in Tacoma, WA.","Air conditioning installation and repair, Heating system installation and repair, HVAC maintenance, Duct cleaning, Emergency repair services",0.81,0.75,0.90,,completed,approved_download,2025-07-31 20:53:32.954338,,2025-07-31 19:40:30.033510
ALL WIRE ELECTRIC INC,ALLWIWE961CK,ELECTRICAL CONTRACTOR,600 SW 13th St #200,,RENTON,WA,98057,(206) 935-6100,"BRAUNSTEIN, JEREMIAH",https://allwireelectric.com/,Electrical,"All Wire Electric, Inc. is a full-service union electrical contractor based in Renton, WA, providing both residential and commercial electrical services.","Residential Electrical Services, Commercial Electrical Services, Fire Alarm Services, New Build Electrical Services, Repair Services",0.81,0.75,0.90,,completed,approved_download,2025-07-31 20:54:11.193852,,2025-07-31 19:40:30.033510
ALL WOLF PACK COUNTERTOPS,ALLWOWP810C8,CONSTRUCTION CONTRACTOR,5601 N 37TH ST,APT QQ-04,TACOMA,WA,98407,(253) 331-9568,"GUEVARA, HECTOR MAURICIO",https://allwolfpackcountertops.com,Kitchen & Bath,All Wolf Pack Countertops specializes in the fabrication and installation of granite and quartz countertops for both residential and commercial projects.,"Countertop Fabrication, Countertop Installation, Granite and Quartz Sales, Sink Installation, Custom Backsplash Installation",0.90,,0.90,,completed,approved_download,2025-07-31 20:54:18.773613,,2025-07-31 19:40:30.033510
ALL YEAR MOSS CONTROL,ALLYEYM927Q4,CONSTRUCTION CONTRACTOR,P O BOX 27335,2942 NE 178TH ST,SEATTLE,WA,98165,(206) 790-3094,"HERBOLDT, RICHARD V",https://allyearmosscontrol.net,Roofing,"All Year Moss Control provides expert moss removal and pressure washing services to homeowners and businesses in Lake Forest Park, WA, ensuring the longevity and aesthetic appeal of roofs and outdoor surfaces.","Moss Control, Roof Moss Removal, Pressure Washing, Gutter Cleaning, Soft Wash, Power Washing, Moss Treatment",0.90,,0.90,,completed,approved_download,2025-07-31 20:54:22.970446,,2025-07-31 19:40:30.033510
ALLBRANDS REFRIGERATION LLC,ALLBRRL773B3,CONSTRUCTION CONTRACTOR,8801 E F ST,,TACOMA,WA,98445,(206) 486-4750,"POWERS, MICHAEL SHAWN",https://allbrandsrefrigeration.com,HVAC,"All Brands Refrigeration provides 24/7 commercial refrigeration, HVAC repair, and restaurant equipment service in Tacoma, Seattle, and surrounding areas.","24-Hour Emergency Service, Walk-In Coolers & Freezers Repair, Commercial A/C & Heating Services, Restaurant Appliance Repair, Ice Machine Cleaning & Repair, Medical & Laboratory Cooling Units Maintenance, Custom Refrigeration Projects",1.00,,1.00,,completed,approved_download,2025-07-31 20:54:59.796747,,2025-07-31 19:40:30.033510
ALLCO DRYWALL LLC,ALLCODL831CM,CONSTRUCTION CONTRACTOR,PO BOX 2831,,BATTLE GROUND,WA,98604,(360) 946-1306,"TANNINEN, MARY CHRISTINA",https://allcodrywall.com,Drywall,"Allco Drywall specializes in providing top-quality drywall services for residential, commercial, and multi-family projects across Washington and Oregon.","Drywall Installation, Drywall Repair, Commercial Drywall Services, Residential Drywall Services, Multi-Family Drywall Solutions",1.00,,1.00,,completed,approved_download,2025-07-31 20:54:50.962700,,2025-07-31 19:40:30.033510
ALLIANCE CONTRACT FLOORING,ALLIACF781NP,CONSTRUCTION CONTRACTOR,15250 NE 95TH ST,,Redmond,WA,98052,(425) 869-1058,"SIEGEL, JONATHAN MAURICE",https://www.procore.com/network/p/alliance-contract-flooring-inc-redmond,Flooring,"Alliance Contract Flooring is a full-service provider of commercial flooring located in Redmond, WA, specializing in various flooring solutions for multifamily, commercial, and builder projects.","Commercial flooring installation, Flooring treatment, Carpeting, Ceramic tiling",0.81,0.75,0.90,,completed,approved_download,2025-07-31 20:55:31.930022,,2025-07-31 19:40:30.161442
ALLIANCE FLOORING SERVICES INC,ALLIAFS019KC,CONSTRUCTION CONTRACTOR,1010 6th Ave N,,KENT,WA,98032,(253) 856-1288,"DENCKLA, JEFFREY MICHAEL",https://flooringyouwell.com/wa/kent/98032/alliance-flooring-services-inc/,Flooring,"Alliance Flooring Services Inc is a local Shaw Flooring Network retailer in Kent, WA, offering a wide range of flooring solutions including carpet, hardwood, laminate, vinyl, and tile & stone.","Flooring installation, Flooring supply, Carpet installation, Hardwood flooring, Laminate flooring, Vinyl flooring, Tile and stone flooring",0.81,0.75,0.90,,completed,approved_download,2025-07-31 20:55:36.068977,,2025-07-31 19:40:30.161442
ALLIED CONSTRUCTION ASSOC INC,ALLIECA008DF,CONSTRUCTION CONTRACTOR,3120 Hewitt Ave,,EVERETT,WA,98201,(425) 259-6057,"BJELLA, TIMOTHY SCOTT",https://www.alliedconstruction.net/,Commercial,"Allied Construction Associates, Inc. specializes in commercial construction, including new builds, renovations, and tenant improvements across various markets.","Commercial construction, New builds, Renovations, Tenant improvements",0.81,0.75,0.90,,completed,approved_download,2025-07-31 20:56:01.960577,,2025-07-31 19:40:30.161442
ALLIED PLUMBING INC,ALLIEPI792QN,PLUMBING CONTRACTOR,3208 HARRISON AVE,,CENTRALIA,WA,98531,(360) 736-8000,"WINDON, ROBERT PAUL",https://nextdoor.com/pages/centralia-plumbing-drain-rochester-wa/,Plumbing,"Allied Plumbing Inc offers a range of plumbing services including residential repairs, fixture replacements, and water heater installations.","Residential service and repairs, Fixture repair or replacement, Water heater installation and repair, Tankless water heater installation, Heat pump water heater installation, Bathroom and kitchen plumbing",0.81,0.75,0.90,,completed,approved_download,2025-07-31 20:56:22.782706,,2025-07-31 19:40:30.161442
ALLIED RESIDENTIAL,ALLIER*865CK,CONSTRUCTION CONTRACTOR,1601 E Valley Rd Suite 180,,RENTON,WA,98057,(425) 226-5150,"Andrews, Daniel M",https://alliedresidential.com,Property Management,"Allied Residential specializes in the professional property management of apartment communities throughout Western Washington, managing over 18,500 units.","Property Management, Market Rate Property Management, Affordable Housing Management, Property Renovation, Operational Improvement",0.90,,0.90,,completed,approved_download,2025-07-31 20:56:30.793848,,2025-07-31 19:40:30.161442
ALLIED SWEEPING LLC,ALLIESL792O4,CONSTRUCTION CONTRACTOR,21415 36th  AVE NW,,STANWOOD,WA,98292,(425) 232-1867,"THOMAS, RUSSELL WALTER",https://local.yahoo.com/info-202244259-allied-sweeping-llc-stanwood,Cleaning,"Allied Sweeping LLC provides street sweeping and cleaning services, including parking lot and garage cleaning, as well as construction site cleanup.","Street sweeping, Parking lot cleaning, Parking garage cleaning, Construction site cleanup, Municipal sweeping, Airport and heliport sweeping",0.81,0.75,0.90,,completed,approved_download,2025-07-31 20:56:37.048634,,2025-07-31 19:40:30.161442
